date,agent_id,calls,aht,fcr,occupancy,adherence,csat
2026-05-07,A010,28,326.7,0.79,0.701,0.83,4.61
2026-02-07,A010,50,223.2,0.846,0.758,0.9,4.46
2026-03-11,A010,30,515.9,0.583,0.829,0.974,3.33
2026-02-03,A010,37,706.2,0.904,0.788,0.807,3.91
2026-05-10,A010,23,517.6,0.883,0.849,0.911,3.68
2026-05-31,A010,22,251.5,0.555,0.889,0.972,3.42
2026-07-22,A010,53,516.9,0.587,0.792,0.872,4.47
2026-02-26,A010,31,613.1,0.919,0.704,0.954,3.56
2026-07-05,A010,19,489.4,0.774,0.727,0.826,4.73
2026-02-18,A010,26,450.6,0.893,0.939,0.875,4.66
2026-05-24,A010,40,652.5,0.78,0.863,0.935,3.59
2026-05-16,A010,25,639.8,0.622,0.652,0.816,3.49
2026-03-24,A010,16,375.8,0.629,0.775,0.932,3.62
2026-05-09,A010,47,451.4,0.861,0.854,0.871,3.52
2026-06-13,A010,56,420.3,0.626,0.798,0.828,3.96
2026-03-31,A010,17,256.8,0.911,0.673,0.982,4.53
2026-03-22,A011,25,620.8,0.755,0.798,0.833,4.3
2026-04-03,A011,26,361.4,0.587,0.821,0.879,4.05
2026-06-29,A011,58,573.4,0.588,0.935,0.957,3.21
2026-07-07,A011,42,302.2,0.563,0.785,0.868,4.06
2026-04-05,A011,20,297.0,0.735,0.786,0.812,4.28
2026-05-27,A011,29,624.5,0.73,0.856,0.966,3.53
2026-04-22,A011,52,429.1,0.631,0.853,0.83,3.97
2026-03-25,A011,45,287.1,0.551,0.739,0.96,4.18
2026-02-09,A011,51,307.6,0.763,0.767,0.907,4.34
2026-03-09,A011,49,716.8,0.594,0.83,0.86,3.22
2026-02-10,A011,27,593.1,0.631,0.816,0.984,3.3
2026-04-12,A011,56,704.4,0.705,0.887,0.986,4.2
2026-03-07,A011,26,528.1,0.634,0.798,0.801,3.69
2026-02-11,A011,49,351.8,0.633,0.631,0.891,4.64
2026-06-15,A011,16,646.8,0.862,0.747,0.892,4.38
2026-03-08,A011,55,192.6,0.556,0.687,0.805,3.73
2026-04-25,A011,51,507.7,0.747,0.856,0.904,3.29
2026-03-27,A011,23,648.0,0.729,0.86,0.82,3.27
2026-02-24,A011,57,217.7,0.898,0.821,0.817,4.43
2026-06-21,A011,18,464.0,0.756,0.837,0.851,4.28
2026-06-08,A011,32,450.3,0.802,0.644,0.901,4.56
2026-02-13,A011,32,435.1,0.696,0.897,0.913,4.35
2026-07-15,A011,15,295.6,0.801,0.783,0.911,3.88
2026-03-05,A011,25,553.8,0.765,0.624,0.833,4.31
2026-03-14,A011,57,467.5,0.917,0.765,0.885,4.62
2026-05-21,A011,17,679.9,0.871,0.776,0.977,3.64
2026-04-30,A011,57,307.3,0.784,0.856,0.885,3.24
2026-05-07,A011,27,211.9,0.642,0.835,0.879,4.07
2026-02-07,A011,44,438.3,0.802,0.757,0.821,4.73
2026-04-21,A011,47,410.1,0.57,0.668,0.938,3.75
2026-03-11,A011,38,308.5,0.776,0.658,0.864,4.45
2026-02-03,A011,59,319.6,0.758,0.689,0.961,4.58
2026-05-10,A011,37,556.2,0.869,0.891,0.953,3.69
2026-07-22,A011,46,646.6,0.675,0.755,0.841,3.92
2026-02-26,A011,43,427.9,0.669,0.627,0.835,3.6
2026-07-05,A011,17,543.6,0.73,0.833,0.982,3.55
2026-05-24,A011,47,377.9,0.728,0.928,0.816,3.9
2026-05-16,A011,20,273.0,0.863,0.637,0.906,4.42
2026-07-21,A011,35,346.0,0.612,0.908,0.882,4.16
2026-05-09,A011,55,427.8,0.897,0.838,0.929,3.74
2026-06-13,A011,19,528.4,0.66,0.827,0.81,3.65
2026-03-31,A011,16,331.4,0.557,0.734,0.916,4.46
2026-03-22,A012,26,572.0,0.685,0.686,0.945,4.36
2026-04-03,A012,18,716.9,0.74,0.735,0.831,4.48
2026-07-11,A012,33,408.0,0.823,0.935,0.802,3.37
2026-06-29,A012,23,387.6,0.561,0.753,0.912,4.71
2026-05-26,A012,45,214.3,0.672,0.726,0.865,4.01
2026-07-07,A012,29,350.2,0.705,0.646,0.86,4.28
2026-04-05,A012,58,666.9,0.788,0.86,0.815,3.53
2026-05-27,A012,37,403.0,0.873,0.878,0.943,4.61
2026-01-26,A012,31,627.7,0.772,0.778,0.958,4.5
2026-04-22,A012,24,500.9,0.816,0.927,0.875,3.53
2026-03-25,A012,35,563.5,0.895,0.872,0.821,4.47
2026-07-09,A012,26,188.2,0.782,0.836,0.834,4.6
2026-03-13,A012,55,532.9,0.832,0.674,0.917,3.92
2026-01-30,A012,38,695.5,0.605,0.944,0.952,4.23
2026-03-09,A012,29,664.9,0.566,0.722,0.956,3.23
2026-02-25,A012,37,691.1,0.711,0.932,0.869,3.83
2026-02-10,A012,17,475.2,0.571,0.829,0.953,4.08
2026-03-07,A012,35,483.1,0.714,0.736,0.934,4.18
2026-02-11,A012,53,500.2,0.889,0.854,0.859,3.43
2026-05-01,A012,34,457.5,0.789,0.896,0.89,3.5
2026-03-08,A012,42,252.9,0.667,0.616,0.94,3.5
2026-04-09,A012,47,505.2,0.552,0.756,0.817,4.56
2026-04-25,A012,31,476.9,0.638,0.618,0.816,4.14
2026-03-27,A012,50,536.1,0.808,0.728,0.92,3.77
2026-02-24,A012,26,416.3,0.82,0.833,0.863,3.98
2026-06-08,A012,48,417.7,0.819,0.726,0.924,4.15
2026-07-15,A012,49,362.9,0.58,0.759,0.837,3.6
2026-06-11,A012,58,239.2,0.877,0.895,0.88,4.06
2026-03-14,A012,60,223.8,0.663,0.927,0.876,3.64
2026-05-21,A012,57,661.9,0.866,0.836,0.823,4.17
2026-04-30,A012,49,273.7,0.578,0.937,0.947,4.2
2026-05-07,A012,21,675.9,0.61,0.723,0.807,4.23
2026-03-11,A012,33,182.8,0.733,0.788,0.846,3.99
2026-02-03,A012,44,435.4,0.751,0.648,0.879,3.89
2026-05-10,A012,25,551.8,0.692,0.842,0.925,3.76
2026-02-26,A012,41,411.5,0.709,0.745,0.957,4.26
2026-07-10,A012,24,613.4,0.908,0.857,0.905,3.5
2026-07-05,A012,25,490.0,0.755,0.875,0.863,4.38
2026-03-24,A012,41,450.3,0.82,0.656,0.921,4.5
2026-03-31,A012,18,198.1,0.912,0.946,0.99,4.12
2026-04-03,A013,46,360.0,0.897,0.684,0.983,3.33
2026-07-11,A013,28,335.0,0.894,0.837,0.97,3.33
2026-06-29,A013,48,311.1,0.563,0.605,0.927,4.14
2026-07-07,A013,54,513.6,0.721,0.75,0.921,3.52
2026-01-26,A013,19,703.6,0.752,0.636,0.837,3.95
2026-04-22,A013,55,279.2,0.667,0.771,0.919,3.32
2026-03-25,A013,25,607.0,0.718,0.79,0.829,4.67
2026-07-09,A013,46,237.5,0.777,0.757,0.85,4.16
2026-03-13,A013,43,417.9,0.896,0.673,0.824,3.76
2026-03-10,A013,23,313.5,0.725,0.894,0.865,3.61
2026-01-30,A013,48,532.9,0.682,0.681,0.975,3.47
2026-02-09,A013,58,661.0,0.575,0.922,0.823,4.15
2026-03-09,A013,34,398.6,0.859,0.717,0.889,3.79
2026-02-25,A013,32,259.2,0.863,0.661,0.989,4.12
2026-02-10,A013,29,708.6,0.863,0.839,0.957,4.39
2026-06-15,A013,46,504.7,0.789,0.633,0.985,3.67
2026-05-01,A013,51,224.9,0.6,0.698,0.805,4.59
2026-01-28,A013,57,525.3,0.775,0.862,0.934,4.11
2026-03-08,A013,51,376.2,0.597,0.822,0.989,4.38
2026-04-09,A013,45,504.5,0.809,0.732,0.915,3.79
2026-04-25,A013,19,650.8,0.694,0.625,0.957,3.55
2026-03-27,A013,38,528.2,0.784,0.731,0.937,3.24
2026-02-24,A013,28,516.4,0.577,0.609,0.84,3.97
2026-06-21,A013,45,439.7,0.668,0.877,0.902,3.42
2026-06-08,A013,19,480.6,0.807,0.893,0.828,4.08
2026-02-13,A013,47,459.4,0.747,0.884,0.927,3.95
2026-07-15,A013,17,223.3,0.621,0.855,0.829,4.26
2026-03-05,A013,35,700.8,0.566,0.91,0.924,4.02
2026-06-11,A013,51,557.0,0.697,0.848,0.816,4.06
2026-03-14,A013,39,511.1,0.865,0.734,0.958,3.2
2026-05-21,A013,48,321.8,0.789,0.77,0.848,3.84
2026-04-30,A013,33,403.1,0.753,0.633,0.872,3.92
2026-06-19,A013,31,558.8,0.604,0.64,0.899,3.3
2026-05-07,A013,35,194.9,0.712,0.766,0.902,3.96
2026-02-07,A013,18,577.7,0.89,0.751,0.835,4.38
2026-03-11,A013,51,420.7,0.86,0.642,0.805,4.71
2026-02-03,A013,31,659.5,0.9,0.608,0.926,3.29
2026-05-10,A013,26,381.8,0.803,0.834,0.868,4.73
2026-07-22,A013,41,360.1,0.568,0.831,0.938,4.5
2026-02-18,A013,34,604.7,0.737,0.711,0.817,3.34
2026-05-16,A013,28,377.2,0.635,0.647,0.876,4.31
2026-03-24,A013,37,449.1,0.713,0.91,0.873,4.42
2026-07-21,A013,23,712.7,0.556,0.835,0.986,4.69
2026-06-13,A013,31,451.4,0.75,0.794,0.935,3.58
2026-03-31,A013,47,436.3,0.585,0.855,0.961,4.19
2026-04-03,A014,18,534.1,0.863,0.812,0.868,4.46
2026-07-11,A014,58,478.9,0.849,0.603,0.987,4.36
2026-06-29,A014,26,550.0,0.854,0.831,0.817,3.83
2026-05-26,A014,58,505.9,0.818,0.923,0.833,4.04
2026-05-27,A014,21,563.5,0.845,0.773,0.808,3.68
2026-01-26,A014,20,685.6,0.854,0.946,0.98,3.73
2026-04-22,A014,35,474.2,0.829,0.766,0.924,3.82
2026-03-25,A014,26,672.5,0.909,0.659,0.943,4.35
2026-07-09,A014,16,468.7,0.848,0.637,0.865,4.59
2026-03-13,A014,24,511.9,0.88,0.901,0.962,4.11
2026-01-30,A014,56,690.2,0.786,0.909,0.895,3.38
2026-02-09,A014,55,317.8,0.689,0.887,0.823,3.28
2026-03-09,A014,48,435.1,0.864,0.891,0.951,3.57
2026-02-25,A014,18,716.1,0.85,0.746,0.914,3.38
2026-02-10,A014,36,331.1,0.658,0.868,0.821,3.64
2026-04-12,A014,19,195.2,0.88,0.641,0.984,4.26
2026-03-07,A014,31,311.9,0.825,0.876,0.892,3.42
2026-02-11,A014,24,502.8,0.626,0.656,0.915,3.95
2026-06-15,A014,59,310.8,0.645,0.825,0.93,4.28
2026-05-01,A014,58,357.2,0.731,0.949,0.899,3.34
2026-01-28,A014,56,517.5,0.881,0.778,0.801,3.36
2026-03-08,A014,29,210.6,0.911,0.635,0.889,3.43
2026-04-25,A014,31,505.9,0.562,0.611,0.928,4.31
2026-03-27,A014,37,320.0,0.593,0.766,0.951,4.66
2026-02-24,A014,57,548.7,0.832,0.635,0.858,4.73
2026-06-08,A014,16,403.1,0.657,0.948,0.933,4.05
2026-02-13,A014,48,635.8,0.837,0.789,0.937,4.67
2026-07-15,A014,48,230.2,0.827,0.698,0.88,4.16
2026-03-05,A014,27,385.8,0.853,0.884,0.946,3.62
2026-06-11,A014,57,689.6,0.551,0.609,0.918,4.22
2026-03-14,A014,41,243.4,0.856,0.717,0.987,3.31
2026-05-21,A014,29,479.1,0.777,0.9,0.886,3.99
2026-04-30,A014,40,382.8,0.635,0.625,0.903,4.15
2026-05-07,A014,48,376.0,0.803,0.823,0.949,3.9
2026-02-07,A014,22,668.5,0.554,0.946,0.941,3.99
2026-04-21,A014,29,190.0,0.85,0.858,0.856,4.8
2026-03-11,A014,53,449.0,0.856,0.722,0.812,4.27
2026-02-03,A014,53,452.9,0.869,0.813,0.865,3.9
2026-05-31,A014,16,338.8,0.831,0.936,0.842,3.32
2026-07-22,A014,54,337.6,0.596,0.694,0.897,3.52
2026-07-10,A014,37,264.5,0.891,0.666,0.817,3.37
2026-07-05,A014,15,705.6,0.887,0.906,0.902,4.72
2026-05-24,A014,23,237.0,0.613,0.905,0.835,4.45
2026-05-16,A014,38,225.9,0.798,0.65,0.86,3.57
2026-03-24,A014,46,270.2,0.757,0.656,0.864,4.63
2026-05-09,A014,50,672.5,0.571,0.916,0.801,3.73
2026-03-22,A015,59,410.3,0.699,0.824,0.817,4.45
2026-04-03,A015,54,490.4,0.702,0.676,0.962,3.39
2026-06-29,A015,22,453.2,0.681,0.663,0.853,4.27
2026-05-26,A015,26,626.9,0.671,0.856,0.909,4.0
2026-07-07,A015,16,419.4,0.603,0.654,0.908,3.75
2026-04-05,A015,24,379.8,0.88,0.603,0.963,4.7
2026-01-26,A015,44,629.0,0.585,0.886,0.985,3.86
2026-04-22,A015,42,697.4,0.841,0.822,0.83,4.73
2026-03-25,A015,23,652.9,0.708,0.832,0.913,4.36
2026-07-09,A015,18,597.4,0.777,0.878,0.869,4.46
2026-03-13,A015,37,555.7,0.767,0.789,0.91,3.54
2026-03-10,A015,36,214.9,0.573,0.631,0.857,3.78
2026-01-30,A015,54,495.8,0.647,0.679,0.856,3.2
2026-03-09,A015,23,558.6,0.696,0.659,0.939,4.78
2026-02-10,A015,41,579.2,0.915,0.826,0.917,4.09
2026-04-12,A015,52,522.5,0.582,0.862,0.813,3.63
2026-02-11,A015,32,519.6,0.872,0.738,0.982,3.75
2026-06-15,A015,57,619.4,0.589,0.658,0.846,4.43
2026-01-28,A015,26,447.0,0.645,0.628,0.981,4.47
2026-03-04,A015,59,579.5,0.677,0.785,0.854,4.44
2026-03-08,A015,28,397.1,0.805,0.783,0.859,3.76
2026-04-25,A015,37,557.4,0.758,0.774,0.938,3.5
2026-03-27,A015,28,194.6,0.703,0.917,0.869,3.26
2026-02-24,A015,40,671.4,0.828,0.72,0.927,3.96
2026-06-21,A015,27,361.7,0.874,0.801,0.975,4.71
2026-06-08,A015,45,487.7,0.565,0.692,0.911,4.66
2026-07-15,A015,28,186.5,0.693,0.93,0.902,4.35
2026-03-05,A015,17,667.0,0.652,0.733,0.833,4.58
2026-03-14,A015,30,493.1,0.612,0.795,0.92,4.28
2026-05-21,A015,58,550.9,0.786,0.931,0.863,4.44
2026-04-30,A015,40,522.3,0.712,0.712,0.976,4.23
2026-06-19,A015,56,217.8,0.791,0.602,0.948,4.16
2026-05-07,A015,28,365.1,0.86,0.615,0.867,3.23
2026-02-07,A015,57,372.7,0.571,0.918,0.897,3.89
2026-04-21,A015,26,585.4,0.754,0.772,0.941,3.76
2026-03-11,A015,30,403.9,0.733,0.714,0.912,3.99
2026-05-10,A015,51,522.7,0.912,0.795,0.869,4.48
2026-07-22,A015,41,635.0,0.573,0.863,0.93,4.5
2026-02-26,A015,24,466.7,0.773,0.775,0.966,4.03
2026-07-10,A015,34,409.0,0.711,0.884,0.911,4.42
2026-02-18,A015,56,399.5,0.8,0.915,0.952,4.73
2026-05-24,A015,50,300.0,0.801,0.759,0.822,4.18
2026-05-16,A015,45,426.3,0.901,0.854,0.908,3.61
2026-03-24,A015,40,351.8,0.815,0.941,0.863,4.67
2026-07-21,A015,16,438.8,0.853,0.777,0.913,3.27
2026-03-31,A015,18,503.9,0.855,0.84,0.925,4.18
2026-03-22,A016,55,262.3,0.831,0.933,0.98,3.35
2026-06-29,A016,44,332.8,0.798,0.695,0.896,3.35
2026-05-26,A016,31,511.6,0.766,0.868,0.885,4.3
2026-07-07,A016,16,461.5,0.814,0.769,0.955,4.23
2026-05-27,A016,57,596.1,0.705,0.636,0.914,4.66
2026-01-26,A016,19,256.2,0.581,0.603,0.846,4.61
2026-04-22,A016,50,262.0,0.801,0.81,0.873,4.04
2026-03-25,A016,54,643.7,0.7,0.727,0.953,4.11
2026-03-13,A016,21,654.1,0.685,0.88,0.86,3.2
2026-03-10,A016,44,376.9,0.555,0.604,0.913,4.53
2026-02-09,A016,45,408.8,0.864,0.761,0.889,4.36
2026-03-09,A016,44,388.4,0.753,0.727,0.852,4.27
2026-02-25,A016,46,197.7,0.804,0.679,0.883,4.19
2026-02-10,A016,41,533.8,0.674,0.68,0.989,3.21
2026-03-07,A016,35,366.4,0.656,0.879,0.829,4.11
2026-02-11,A016,17,299.1,0.654,0.735,0.81,3.61
2026-05-01,A016,32,290.1,0.747,0.658,0.871,4.75
2026-01-28,A016,20,187.1,0.611,0.622,0.946,4.22
2026-03-08,A016,18,655.5,0.686,0.942,0.953,3.72
2026-04-09,A016,29,639.7,0.905,0.811,0.876,4.5
2026-03-27,A016,45,643.9,0.682,0.687,0.927,3.61
2026-02-24,A016,19,619.2,0.844,0.797,0.946,4.0
2026-06-21,A016,49,580.4,0.589,0.915,0.815,4.74
2026-06-08,A016,26,530.7,0.751,0.812,0.941,3.97
2026-02-13,A016,38,616.5,0.776,0.912,0.846,3.79
2026-07-15,A016,48,249.0,0.903,0.912,0.959,3.83
2026-03-05,A016,59,263.5,0.817,0.886,0.9,3.84
2026-06-11,A016,40,486.9,0.703,0.685,0.82,4.35
2026-03-14,A016,26,692.4,0.555,0.676,0.819,4.25
2026-04-30,A016,56,578.3,0.86,0.788,0.906,4.08
2026-06-19,A016,32,449.7,0.583,0.826,0.954,3.99
2026-02-07,A016,41,308.5,0.572,0.647,0.915,3.38
2026-03-11,A016,28,694.1,0.891,0.817,0.827,4.75
2026-02-03,A016,18,268.8,0.625,0.754,0.872,3.68
2026-07-22,A016,58,424.8,0.629,0.636,0.814,4.18
2026-02-26,A016,24,527.9,0.663,0.92,0.914,3.68
2026-07-10,A016,56,680.0,0.758,0.764,0.913,4.57
2026-07-05,A016,27,705.5,0.605,0.932,0.895,4.07
2026-02-18,A016,25,544.8,0.563,0.684,0.918,4.06
2026-05-24,A016,52,326.1,0.697,0.722,0.924,3.47
2026-05-16,A016,49,303.0,0.8,0.84,0.973,3.74
2026-03-24,A016,33,529.0,0.714,0.628,0.829,3.35
2026-07-21,A016,25,519.1,0.653,0.852,0.898,3.33
2026-05-09,A016,33,587.1,0.828,0.829,0.816,4.48
2026-06-13,A016,33,353.8,0.597,0.787,0.924,4.12
2026-03-31,A016,34,392.0,0.88,0.73,0.846,3.23
2026-04-03,A017,35,540.9,0.807,0.811,0.829,3.85
2026-07-11,A017,16,376.4,0.714,0.622,0.893,3.2
2026-06-29,A017,40,600.0,0.575,0.858,0.807,4.6
2026-05-26,A017,28,428.1,0.808,0.929,0.947,3.64
2026-04-05,A017,57,633.1,0.618,0.631,0.975,4.15
2026-05-27,A017,32,575.9,0.551,0.843,0.882,3.59
2026-03-25,A017,55,550.4,0.862,0.765,0.901,4.07
2026-03-13,A017,30,194.9,0.63,0.912,0.902,3.57
2026-03-10,A017,44,390.1,0.875,0.861,0.946,3.78
2026-02-09,A017,59,560.2,0.884,0.845,0.974,3.64
2026-03-09,A017,30,420.0,0.824,0.677,0.974,4.01
2026-02-25,A017,16,343.5,0.798,0.776,0.938,4.58
2026-03-07,A017,35,289.3,0.861,0.653,0.826,3.81
2026-06-15,A017,35,653.9,0.741,0.629,0.857,4.1
2026-05-01,A017,52,530.6,0.601,0.807,0.895,3.53
2026-01-28,A017,49,413.2,0.862,0.601,0.803,4.51
2026-03-04,A017,24,371.3,0.715,0.83,0.821,3.65
2026-04-25,A017,55,281.6,0.698,0.754,0.839,4.59
2026-03-27,A017,48,236.1,0.724,0.81,0.844,4.67
2026-02-24,A017,44,523.0,0.871,0.929,0.98,4.38
2026-06-08,A017,48,700.4,0.705,0.875,0.944,3.39
2026-02-13,A017,56,388.7,0.859,0.716,0.989,4.56
2026-07-15,A017,19,442.9,0.853,0.612,0.917,3.54
2026-03-05,A017,57,423.6,0.851,0.641,0.903,3.43
2026-06-11,A017,26,275.6,0.632,0.882,0.801,3.74
2026-05-21,A017,59,464.2,0.58,0.602,0.953,3.26
2026-04-30,A017,37,426.8,0.78,0.817,0.967,3.29
2026-05-07,A017,17,325.0,0.858,0.854,0.973,4.63
2026-02-07,A017,27,653.3,0.712,0.787,0.936,4.22
2026-04-21,A017,22,512.4,0.692,0.831,0.861,4.3
2026-03-11,A017,39,390.0,0.843,0.733,0.877,4.34
2026-05-10,A017,24,452.2,0.83,0.611,0.814,3.74
2026-05-31,A017,32,602.9,0.703,0.639,0.806,4.39
2026-07-22,A017,48,384.6,0.907,0.64,0.973,3.23
2026-07-10,A017,49,584.7,0.622,0.881,0.87,3.69
2026-07-05,A017,59,644.0,0.832,0.816,0.975,4.23
2026-02-18,A017,52,685.3,0.652,0.891,0.987,3.85
2026-05-16,A017,53,381.0,0.894,0.777,0.921,3.97
2026-03-24,A017,33,192.5,0.771,0.86,0.957,4.58
2026-07-21,A017,17,365.6,0.741,0.943,0.972,3.46
2026-06-13,A017,48,479.3,0.6,0.928,0.896,3.62
2026-03-31,A017,30,705.6,0.741,0.778,0.848,4.52
2026-07-11,A018,48,449.9,0.694,0.721,0.893,3.55
2026-06-29,A018,25,330.5,0.89,0.733,0.968,3.78
2026-05-26,A018,30,583.3,0.894,0.739,0.863,4.53
2026-07-07,A018,31,631.7,0.844,0.669,0.964,4.13
2026-04-05,A018,37,619.6,0.787,0.877,0.812,4.49
2026-01-26,A018,28,476.1,0.844,0.909,0.818,3.6
2026-04-22,A018,23,183.3,0.828,0.761,0.939,3.51
2026-03-25,A018,15,510.6,0.718,0.868,0.945,4.69
2026-03-13,A018,19,566.2,0.846,0.673,0.925,3.75
2026-03-10,A018,53,387.1,0.59,0.832,0.892,4.36
2026-02-10,A018,33,469.0,0.553,0.684,0.804,4.19
2026-04-12,A018,36,211.1,0.596,0.852,0.979,4.25
2026-03-07,A018,26,667.5,0.881,0.633,0.926,4.26
2026-02-11,A018,42,631.4,0.84,0.633,0.975,3.39
2026-05-01,A018,38,448.1,0.797,0.864,0.99,4.04
2026-01-28,A018,30,226.4,0.85,0.741,0.961,3.31
2026-03-04,A018,50,666.3,0.796,0.668,0.97,3.45
2026-04-09,A018,38,542.7,0.625,0.947,0.836,3.86
2026-04-25,A018,29,353.1,0.919,0.898,0.808,4.17
2026-03-27,A018,20,186.5,0.707,0.651,0.92,4.25
2026-02-24,A018,26,267.8,0.838,0.791,0.974,3.2
2026-06-21,A018,49,603.3,0.9,0.883,0.961,4.06
2026-06-08,A018,48,482.7,0.696,0.774,0.892,4.52
2026-07-15,A018,38,558.5,0.556,0.776,0.886,3.26
2026-03-05,A018,33,195.0,0.764,0.876,0.976,3.4
2026-05-21,A018,16,613.4,0.715,0.843,0.952,3.67
2026-04-30,A018,48,495.3,0.842,0.796,0.866,3.23
2026-06-19,A018,49,576.1,0.877,0.949,0.948,3.67
2026-02-07,A018,17,472.0,0.895,0.918,0.933,3.36
2026-03-11,A018,33,184.2,0.826,0.743,0.836,4.02
2026-02-03,A018,45,481.7,0.596,0.728,0.813,3.56
2026-07-22,A018,53,420.1,0.787,0.687,0.965,4.23
2026-02-26,A018,21,514.6,0.706,0.713,0.906,4.63
2026-07-10,A018,28,696.3,0.708,0.758,0.883,4.3
2026-07-05,A018,21,561.1,0.736,0.705,0.957,3.32
2026-02-18,A018,60,378.7,0.853,0.681,0.96,4.17
2026-05-24,A018,41,238.2,0.742,0.849,0.828,4.26
2026-05-16,A018,46,204.6,0.684,0.823,0.863,3.55
2026-07-21,A018,41,681.6,0.56,0.942,0.818,4.18
2026-05-09,A018,25,601.5,0.8,0.613,0.912,3.61
2026-06-13,A018,40,204.2,0.849,0.827,0.845,4.67
2026-03-31,A018,47,639.1,0.71,0.709,0.984,3.85
2026-03-22,A019,26,375.2,0.586,0.894,0.836,4.42
2026-04-03,A019,57,478.2,0.714,0.656,0.979,4.02
2026-07-11,A019,56,677.3,0.659,0.887,0.883,4.71
2026-05-26,A019,52,647.4,0.677,0.857,0.809,4.12
2026-07-07,A019,27,296.4,0.874,0.817,0.824,4.21
2026-04-05,A019,40,496.5,0.834,0.948,0.838,3.92
2026-01-26,A019,40,624.2,0.575,0.693,0.828,3.71
2026-03-25,A019,43,432.9,0.717,0.904,0.893,4.72
2026-07-09,A019,29,719.2,0.772,0.896,0.806,3.37
2026-03-13,A019,24,247.6,0.703,0.94,0.975,4.56
2026-03-10,A019,43,411.8,0.828,0.707,0.92,3.92
2026-01-30,A019,52,580.9,0.597,0.922,0.979,3.87
2026-02-09,A019,34,371.7,0.802,0.92,0.894,3.84
2026-02-10,A019,22,412.6,0.671,0.85,0.879,4.37
2026-04-12,A019,46,551.4,0.664,0.81,0.953,4.44
2026-03-07,A019,50,387.6,0.638,0.636,0.906,4.61
2026-02-11,A019,47,319.7,0.662,0.789,0.858,3.39
2026-06-15,A019,37,189.2,0.782,0.912,0.903,4.25
2026-01-28,A019,33,608.7,0.803,0.663,0.939,4.1
2026-03-04,A019,42,673.6,0.785,0.616,0.9,4.37
2026-03-08,A019,41,274.3,0.905,0.706,0.873,3.91
2026-04-09,A019,54,335.3,0.88,0.833,0.811,4.27
2026-04-25,A019,59,425.3,0.678,0.768,0.813,3.65
2026-02-24,A019,35,638.0,0.692,0.613,0.846,3.35
2026-06-08,A019,31,188.9,0.813,0.86,0.888,3.8
2026-07-15,A019,32,384.5,0.556,0.903,0.962,4.52
2026-03-05,A019,60,689.0,0.676,0.949,0.96,4.28
2026-06-11,A019,54,195.1,0.778,0.651,0.848,4.62
2026-03-14,A019,29,493.6,0.715,0.729,0.855,3.68
2026-04-30,A019,45,468.8,0.65,0.787,0.93,4.22
2026-05-07,A019,47,667.2,0.674,0.914,0.859,3.63
2026-02-07,A019,38,692.3,0.666,0.717,0.971,3.89
2026-04-21,A019,19,629.5,0.775,0.764,0.83,4.39
2026-03-11,A019,27,360.3,0.846,0.939,0.962,4.14
2026-02-03,A019,44,486.4,0.834,0.7,0.876,3.79
2026-05-10,A019,56,516.9,0.849,0.801,0.932,4.61
2026-07-22,A019,47,351.8,0.768,0.678,0.926,4.24
2026-02-26,A019,48,187.0,0.55,0.856,0.94,3.78
2026-07-10,A019,54,531.7,0.893,0.694,0.944,3.87
2026-07-05,A019,51,280.8,0.782,0.701,0.851,3.74
2026-05-24,A019,41,310.1,0.681,0.94,0.963,3.76
2026-05-16,A019,59,337.6,0.911,0.806,0.896,4.43
2026-06-13,A019,56,405.3,0.916,0.711,0.869,4.71
2026-03-22,A020,36,363.2,0.601,0.643,0.85,3.72
2026-06-29,A020,50,615.6,0.556,0.709,0.842,4.34
2026-05-26,A020,57,684.8,0.778,0.912,0.829,3.78
2026-07-07,A020,23,280.2,0.646,0.818,0.832,3.23
2026-04-05,A020,18,466.4,0.904,0.873,0.896,4.63
2026-05-27,A020,24,616.8,0.66,0.932,0.951,4.2
2026-01-26,A020,56,397.6,0.886,0.833,0.849,3.98
2026-04-22,A020,60,620.1,0.799,0.724,0.947,3.73
2026-03-25,A020,24,331.7,0.601,0.719,0.957,4.63
2026-07-09,A020,17,668.9,0.567,0.72,0.892,4.47
2026-03-10,A020,20,467.5,0.75,0.67,0.983,3.86
2026-01-30,A020,45,393.2,0.878,0.809,0.939,3.32
2026-02-09,A020,59,448.7,0.676,0.769,0.947,4.38
2026-03-09,A020,50,477.9,0.904,0.947,0.879,4.17
2026-02-25,A020,34,486.7,0.755,0.61,0.975,4.68
2026-04-12,A020,24,614.6,0.844,0.937,0.832,4.38
2026-02-11,A020,22,310.3,0.899,0.851,0.975,4.07
2026-06-15,A020,59,311.7,0.754,0.709,0.974,4.77
2026-01-28,A020,48,420.8,0.61,0.915,0.819,3.74
2026-03-04,A020,19,373.6,0.782,0.679,0.807,3.56
2026-03-08,A020,21,441.3,0.903,0.825,0.946,3.55
2026-04-09,A020,32,700.1,0.737,0.692,0.822,4.53
2026-04-25,A020,37,265.9,0.749,0.749,0.885,4.64
2026-03-27,A020,32,342.3,0.757,0.798,0.877,3.44
2026-06-21,A020,41,485.3,0.812,0.833,0.886,3.58
2026-02-13,A020,26,666.8,0.69,0.751,0.893,4.29
2026-07-15,A020,16,697.9,0.567,0.879,0.858,3.45
2026-03-05,A020,16,271.7,0.638,0.895,0.829,3.52
