qa_id,agent_id,interaction_id,score,notes
QA232911,A006,INT0003322,100,Agent followed protocol correctly and confirmed resolution with customer.
QA594219,A045,INT0003334,84,Agent followed protocol correctly and confirmed resolution with customer.
QA340571,A044,INT0003335,90,Agent followed protocol correctly and confirmed resolution with customer.
QA341003,A037,INT0003342,52,Agent closed interaction prematurely; customer issue was not fully addressed.
QA754449,A074,INT0003344,56,Agent closed interaction prematurely; customer issue was not fully addressed.
QA445338,A026,INT0003366,94,Agent followed protocol correctly and confirmed resolution with customer.
QA848941,A037,INT0003389,83,Agent followed protocol correctly and confirmed resolution with customer.
QA445434,A059,INT0003396,87,Agent followed protocol correctly and confirmed resolution with customer.
QA562912,A041,INT0003437,90,Agent followed protocol correctly and confirmed resolution with customer.
QA716759,A043,INT0003439,91,Agent followed protocol correctly and confirmed resolution with customer.
QA794360,A075,INT0003445,61,Agent closed interaction prematurely; customer issue was not fully addressed.
QA721658,A040,INT0003453,82,Agent followed protocol correctly and confirmed resolution with customer.
QA225131,A027,INT0003455,90,Agent followed protocol correctly and confirmed resolution with customer.
QA763698,A029,INT0003459,80,Agent followed protocol correctly and confirmed resolution with customer.
QA613565,A019,INT0003469,82,Agent followed protocol correctly and confirmed resolution with customer.
QA607181,A003,INT0003471,98,Agent followed protocol correctly and confirmed resolution with customer.
QA858204,A066,INT0003475,82,Agent followed protocol correctly and confirmed resolution with customer.
QA315952,A008,INT0003476,72,Agent closed interaction prematurely; customer issue was not fully addressed.
QA762906,A057,INT0003493,60,Agent closed interaction prematurely; customer issue was not fully addressed.
QA896264,A018,INT0003499,92,Agent followed protocol correctly and confirmed resolution with customer.
QA378683,A073,INT0003500,97,Agent followed protocol correctly and confirmed resolution with customer.
QA535934,A026,INT0003507,85,Agent followed protocol correctly and confirmed resolution with customer.
QA774327,A036,INT0003508,83,Agent followed protocol correctly and confirmed resolution with customer.
QA389872,A010,INT0003552,65,Agent closed interaction prematurely; customer issue was not fully addressed.
QA383095,A024,INT0003555,75,Agent closed interaction prematurely; customer issue was not fully addressed.
QA765406,A036,INT0003578,97,Agent followed protocol correctly and confirmed resolution with customer.
QA267781,A038,INT0003588,93,Agent followed protocol correctly and confirmed resolution with customer.
QA942812,A051,INT0003596,87,Agent followed protocol correctly and confirmed resolution with customer.
QA749241,A018,INT0003615,85,Agent followed protocol correctly and confirmed resolution with customer.
QA627569,A001,INT0003617,55,Agent closed interaction prematurely; customer issue was not fully addressed.
QA386225,A064,INT0003625,96,Agent followed protocol correctly and confirmed resolution with customer.
QA444516,A011,INT0003651,70,Agent closed interaction prematurely; customer issue was not fully addressed.
QA270569,A025,INT0003654,87,Agent followed protocol correctly and confirmed resolution with customer.
QA365524,A028,INT0003657,98,Agent followed protocol correctly and confirmed resolution with customer.
QA594164,A030,INT0003660,100,Agent followed protocol correctly and confirmed resolution with customer.
QA605777,A023,INT0003661,80,Agent followed protocol correctly and confirmed resolution with customer.
QA712095,A059,INT0003671,100,Agent followed protocol correctly and confirmed resolution with customer.
QA329808,A052,INT0003673,80,Agent followed protocol correctly and confirmed resolution with customer.
QA627124,A011,INT0003675,92,Agent followed protocol correctly and confirmed resolution with customer.
QA593407,A053,INT0003676,88,Agent followed protocol correctly and confirmed resolution with customer.
QA707599,A028,INT0003683,94,Agent followed protocol correctly and confirmed resolution with customer.
QA245166,A034,INT0003684,82,Agent followed protocol correctly and confirmed resolution with customer.
QA816452,A023,INT0003690,56,Agent closed interaction prematurely; customer issue was not fully addressed.
QA962294,A071,INT0003691,74,Agent closed interaction prematurely; customer issue was not fully addressed.
QA293169,A054,INT0003694,63,Agent closed interaction prematurely; customer issue was not fully addressed.
QA987236,A060,INT0003705,92,Agent followed protocol correctly and confirmed resolution with customer.
QA320006,A038,INT0003729,97,Agent followed protocol correctly and confirmed resolution with customer.
QA127429,A045,INT0003733,98,Agent followed protocol correctly and confirmed resolution with customer.
QA310439,A044,INT0003734,89,Agent followed protocol correctly and confirmed resolution with customer.
QA150154,A006,INT0003738,98,Agent followed protocol correctly and confirmed resolution with customer.
QA747956,A039,INT0003739,95,Agent followed protocol correctly and confirmed resolution with customer.
QA206853,A049,INT0003742,92,Agent followed protocol correctly and confirmed resolution with customer.
QA516850,A065,INT0003775,90,Agent followed protocol correctly and confirmed resolution with customer.
QA314774,A018,INT0003793,50,Agent closed interaction prematurely; customer issue was not fully addressed.
QA456774,A025,INT0003802,98,Agent followed protocol correctly and confirmed resolution with customer.
QA695756,A024,INT0003804,86,Agent followed protocol correctly and confirmed resolution with customer.
QA117269,A075,INT0003813,50,Agent closed interaction prematurely; customer issue was not fully addressed.
QA732185,A029,INT0003839,93,Agent followed protocol correctly and confirmed resolution with customer.
QA469865,A061,INT0003844,94,Agent followed protocol correctly and confirmed resolution with customer.
QA994888,A028,INT0003853,89,Agent followed protocol correctly and confirmed resolution with customer.
QA224960,A043,INT0003855,98,Agent followed protocol correctly and confirmed resolution with customer.
QA290673,A035,INT0003860,87,Agent followed protocol correctly and confirmed resolution with customer.
QA775787,A025,INT0003875,81,Agent followed protocol correctly and confirmed resolution with customer.
QA218918,A066,INT0003877,83,Agent followed protocol correctly and confirmed resolution with customer.
QA213573,A048,INT0003890,96,Agent followed protocol correctly and confirmed resolution with customer.
QA773774,A028,INT0003904,91,Agent followed protocol correctly and confirmed resolution with customer.
QA483355,A004,INT0003918,80,Agent followed protocol correctly and confirmed resolution with customer.
QA919457,A010,INT0003934,58,Agent closed interaction prematurely; customer issue was not fully addressed.
QA404243,A054,INT0003938,90,Agent followed protocol correctly and confirmed resolution with customer.
QA853696,A009,INT0003944,90,Agent followed protocol correctly and confirmed resolution with customer.
QA105835,A026,INT0003947,60,Agent closed interaction prematurely; customer issue was not fully addressed.
QA181451,A020,INT0003951,99,Agent followed protocol correctly and confirmed resolution with customer.
QA161116,A068,INT0003962,100,Agent followed protocol correctly and confirmed resolution with customer.
QA133660,A074,INT0003987,58,Agent closed interaction prematurely; customer issue was not fully addressed.
QA429119,A075,INT0004001,84,Agent followed protocol correctly and confirmed resolution with customer.
QA402796,A063,INT0004011,82,Agent followed protocol correctly and confirmed resolution with customer.
QA922462,A032,INT0004015,51,Agent closed interaction prematurely; customer issue was not fully addressed.
QA290189,A051,INT0004019,73,Agent closed interaction prematurely; customer issue was not fully addressed.
QA729625,A008,INT0004021,81,Agent followed protocol correctly and confirmed resolution with customer.
QA529414,A044,INT0004038,94,Agent followed protocol correctly and confirmed resolution with customer.
QA715157,A063,INT0004059,81,Agent followed protocol correctly and confirmed resolution with customer.
QA247686,A007,INT0004064,80,Agent followed protocol correctly and confirmed resolution with customer.
QA278511,A034,INT0004100,68,Agent closed interaction prematurely; customer issue was not fully addressed.
QA305873,A039,INT0004136,82,Agent followed protocol correctly and confirmed resolution with customer.
QA378064,A044,INT0004137,84,Agent followed protocol correctly and confirmed resolution with customer.
QA917889,A054,INT0004149,82,Agent followed protocol correctly and confirmed resolution with customer.
QA630908,A035,INT0004167,97,Agent followed protocol correctly and confirmed resolution with customer.
QA519322,A036,INT0004172,92,Agent followed protocol correctly and confirmed resolution with customer.
QA961083,A016,INT0004180,97,Agent followed protocol correctly and confirmed resolution with customer.
QA612326,A075,INT0004198,84,Agent followed protocol correctly and confirmed resolution with customer.
QA258976,A008,INT0004214,88,Agent followed protocol correctly and confirmed resolution with customer.
QA924834,A031,INT0004217,97,Agent followed protocol correctly and confirmed resolution with customer.
QA924756,A008,INT0004226,90,Agent followed protocol correctly and confirmed resolution with customer.
QA889322,A070,INT0004228,88,Agent followed protocol correctly and confirmed resolution with customer.
QA177243,A018,INT0004231,70,Agent closed interaction prematurely; customer issue was not fully addressed.
QA400329,A005,INT0004233,100,Agent followed protocol correctly and confirmed resolution with customer.
QA628891,A048,INT0004244,82,Agent followed protocol correctly and confirmed resolution with customer.
QA106353,A040,INT0004267,100,Agent followed protocol correctly and confirmed resolution with customer.
QA443873,A004,INT0004286,95,Agent followed protocol correctly and confirmed resolution with customer.
QA402880,A027,INT0004296,83,Agent followed protocol correctly and confirmed resolution with customer.
QA907374,A038,INT0004304,87,Agent followed protocol correctly and confirmed resolution with customer.
QA460799,A008,INT0004322,99,Agent followed protocol correctly and confirmed resolution with customer.
QA363296,A012,INT0004330,88,Agent followed protocol correctly and confirmed resolution with customer.
QA398733,A052,INT0004331,57,Agent closed interaction prematurely; customer issue was not fully addressed.
QA948747,A025,INT0004355,100,Agent followed protocol correctly and confirmed resolution with customer.
QA738470,A023,INT0004362,82,Agent followed protocol correctly and confirmed resolution with customer.
QA626760,A012,INT0004368,90,Agent followed protocol correctly and confirmed resolution with customer.
QA757728,A028,INT0004378,94,Agent followed protocol correctly and confirmed resolution with customer.
QA957134,A060,INT0004380,81,Agent followed protocol correctly and confirmed resolution with customer.
QA156324,A033,INT0004383,99,Agent followed protocol correctly and confirmed resolution with customer.
QA471495,A059,INT0004385,80,Agent followed protocol correctly and confirmed resolution with customer.
QA736495,A064,INT0004387,99,Agent followed protocol correctly and confirmed resolution with customer.
QA193372,A059,INT0004396,98,Agent followed protocol correctly and confirmed resolution with customer.
QA168127,A057,INT0004399,81,Agent followed protocol correctly and confirmed resolution with customer.
QA903940,A035,INT0004413,98,Agent followed protocol correctly and confirmed resolution with customer.
QA375571,A069,INT0004451,88,Agent followed protocol correctly and confirmed resolution with customer.
QA777178,A002,INT0004472,86,Agent followed protocol correctly and confirmed resolution with customer.
QA511428,A036,INT0004479,58,Agent closed interaction prematurely; customer issue was not fully addressed.
QA288216,A050,INT0004480,65,Agent closed interaction prematurely; customer issue was not fully addressed.
QA648058,A018,INT0004501,64,Agent closed interaction prematurely; customer issue was not fully addressed.
QA254686,A062,INT0004502,83,Agent followed protocol correctly and confirmed resolution with customer.
QA418449,A018,INT0004516,80,Agent followed protocol correctly and confirmed resolution with customer.
QA976958,A018,INT0004525,96,Agent followed protocol correctly and confirmed resolution with customer.
QA252306,A053,INT0004526,97,Agent followed protocol correctly and confirmed resolution with customer.
QA385390,A053,INT0004531,87,Agent followed protocol correctly and confirmed resolution with customer.
QA969209,A044,INT0004537,67,Agent closed interaction prematurely; customer issue was not fully addressed.
QA308678,A018,INT0004544,89,Agent followed protocol correctly and confirmed resolution with customer.
QA918239,A032,INT0004548,99,Agent followed protocol correctly and confirmed resolution with customer.
QA180443,A067,INT0004551,81,Agent followed protocol correctly and confirmed resolution with customer.
QA534543,A030,INT0004553,99,Agent followed protocol correctly and confirmed resolution with customer.
QA169237,A059,INT0004555,61,Agent closed interaction prematurely; customer issue was not fully addressed.
QA857835,A061,INT0004568,55,Agent closed interaction prematurely; customer issue was not fully addressed.
QA760300,A013,INT0004576,51,Agent closed interaction prematurely; customer issue was not fully addressed.
QA118281,A015,INT0004587,100,Agent followed protocol correctly and confirmed resolution with customer.
QA338162,A005,INT0004599,57,Agent closed interaction prematurely; customer issue was not fully addressed.
QA647189,A043,INT0004622,96,Agent followed protocol correctly and confirmed resolution with customer.
QA254657,A047,INT0004626,98,Agent followed protocol correctly and confirmed resolution with customer.
QA520563,A073,INT0004630,93,Agent followed protocol correctly and confirmed resolution with customer.
QA362345,A016,INT0004662,81,Agent followed protocol correctly and confirmed resolution with customer.
QA761087,A003,INT0004673,86,Agent followed protocol correctly and confirmed resolution with customer.
QA780569,A071,INT0004676,82,Agent followed protocol correctly and confirmed resolution with customer.
QA678313,A014,INT0004678,82,Agent followed protocol correctly and confirmed resolution with customer.
QA763375,A051,INT0004679,85,Agent followed protocol correctly and confirmed resolution with customer.
QA605360,A016,INT0004680,96,Agent followed protocol correctly and confirmed resolution with customer.
QA818069,A017,INT0004692,75,Agent closed interaction prematurely; customer issue was not fully addressed.
QA739356,A053,INT0004698,86,Agent followed protocol correctly and confirmed resolution with customer.
QA133817,A023,INT0004699,98,Agent followed protocol correctly and confirmed resolution with customer.
QA640850,A045,INT0004702,94,Agent followed protocol correctly and confirmed resolution with customer.
QA533931,A064,INT0004728,68,Agent closed interaction prematurely; customer issue was not fully addressed.
QA601232,A026,INT0004741,95,Agent followed protocol correctly and confirmed resolution with customer.
QA768962,A061,INT0004747,74,Agent closed interaction prematurely; customer issue was not fully addressed.
QA579136,A069,INT0004754,69,Agent closed interaction prematurely; customer issue was not fully addressed.
QA164952,A027,INT0004773,66,Agent closed interaction prematurely; customer issue was not fully addressed.
QA689987,A052,INT0004781,90,Agent followed protocol correctly and confirmed resolution with customer.
QA263408,A039,INT0004794,99,Agent followed protocol correctly and confirmed resolution with customer.
QA703640,A013,INT0004795,82,Agent followed protocol correctly and confirmed resolution with customer.
QA306361,A001,INT0004839,91,Agent followed protocol correctly and confirmed resolution with customer.
QA516264,A014,INT0004841,60,Agent closed interaction prematurely; customer issue was not fully addressed.
QA749906,A017,INT0004843,50,Agent closed interaction prematurely; customer issue was not fully addressed.
QA190619,A013,INT0004852,88,Agent followed protocol correctly and confirmed resolution with customer.
QA617848,A031,INT0004855,88,Agent followed protocol correctly and confirmed resolution with customer.
QA784227,A027,INT0004856,99,Agent followed protocol correctly and confirmed resolution with customer.
QA279175,A022,INT0004878,56,Agent closed interaction prematurely; customer issue was not fully addressed.
QA511606,A005,INT0004888,81,Agent followed protocol correctly and confirmed resolution with customer.
QA222568,A037,INT0004915,87,Agent followed protocol correctly and confirmed resolution with customer.
QA213618,A022,INT0004926,62,Agent closed interaction prematurely; customer issue was not fully addressed.
QA198236,A054,INT0004941,92,Agent followed protocol correctly and confirmed resolution with customer.
QA652198,A018,INT0004948,82,Agent followed protocol correctly and confirmed resolution with customer.
QA708366,A033,INT0004956,92,Agent followed protocol correctly and confirmed resolution with customer.
QA679544,A002,INT0004966,62,Agent closed interaction prematurely; customer issue was not fully addressed.
QA125503,A070,INT0004969,80,Agent followed protocol correctly and confirmed resolution with customer.
QA365752,A049,INT0004986,89,Agent followed protocol correctly and confirmed resolution with customer.
QA423700,A038,INT0004988,88,Agent followed protocol correctly and confirmed resolution with customer.
QA464855,A019,INT0004993,80,Agent followed protocol correctly and confirmed resolution with customer.
QA564092,A037,INT0005005,84,Agent followed protocol correctly and confirmed resolution with customer.
QA146428,A074,INT0005020,74,Agent closed interaction prematurely; customer issue was not fully addressed.
QA193544,A001,INT0005023,82,Agent followed protocol correctly and confirmed resolution with customer.
QA248309,A003,INT0005034,90,Agent followed protocol correctly and confirmed resolution with customer.
QA558548,A069,INT0005042,63,Agent closed interaction prematurely; customer issue was not fully addressed.
QA612703,A071,INT0005045,70,Agent closed interaction prematurely; customer issue was not fully addressed.
QA770715,A031,INT0005055,85,Agent followed protocol correctly and confirmed resolution with customer.
QA907807,A003,INT0005056,80,Agent followed protocol correctly and confirmed resolution with customer.
QA401461,A009,INT0005060,100,Agent followed protocol correctly and confirmed resolution with customer.
QA799770,A024,INT0005066,87,Agent followed protocol correctly and confirmed resolution with customer.
QA871141,A036,INT0005087,85,Agent followed protocol correctly and confirmed resolution with customer.
QA774845,A032,INT0005089,96,Agent followed protocol correctly and confirmed resolution with customer.
QA516011,A074,INT0005098,82,Agent followed protocol correctly and confirmed resolution with customer.
QA389587,A017,INT0005114,81,Agent followed protocol correctly and confirmed resolution with customer.
QA284033,A052,INT0005118,80,Agent followed protocol correctly and confirmed resolution with customer.
QA607508,A023,INT0005129,57,Agent closed interaction prematurely; customer issue was not fully addressed.
QA344175,A012,INT0005177,64,Agent closed interaction prematurely; customer issue was not fully addressed.
QA628704,A062,INT0005195,91,Agent followed protocol correctly and confirmed resolution with customer.
QA394489,A060,INT0005205,100,Agent followed protocol correctly and confirmed resolution with customer.
QA891928,A001,INT0005206,82,Agent followed protocol correctly and confirmed resolution with customer.
QA182349,A053,INT0005207,84,Agent followed protocol correctly and confirmed resolution with customer.
QA302905,A006,INT0005239,75,Agent closed interaction prematurely; customer issue was not fully addressed.
QA997129,A036,INT0005241,51,Agent closed interaction prematurely; customer issue was not fully addressed.
QA814749,A064,INT0005249,89,Agent followed protocol correctly and confirmed resolution with customer.
QA613012,A042,INT0005256,98,Agent followed protocol correctly and confirmed resolution with customer.
QA523427,A072,INT0005266,95,Agent followed protocol correctly and confirmed resolution with customer.
QA761645,A033,INT0005272,72,Agent closed interaction prematurely; customer issue was not fully addressed.
QA140248,A069,INT0005284,84,Agent followed protocol correctly and confirmed resolution with customer.
QA498428,A030,INT0005304,95,Agent followed protocol correctly and confirmed resolution with customer.
QA644051,A025,INT0005309,61,Agent closed interaction prematurely; customer issue was not fully addressed.
QA695086,A057,INT0005314,83,Agent followed protocol correctly and confirmed resolution with customer.
QA770920,A022,INT0005325,97,Agent followed protocol correctly and confirmed resolution with customer.
QA930459,A034,INT0005328,84,Agent followed protocol correctly and confirmed resolution with customer.
QA979448,A068,INT0005332,82,Agent followed protocol correctly and confirmed resolution with customer.
QA190157,A037,INT0005342,97,Agent followed protocol correctly and confirmed resolution with customer.
QA122813,A056,INT0005346,81,Agent followed protocol correctly and confirmed resolution with customer.
QA513928,A042,INT0005347,96,Agent followed protocol correctly and confirmed resolution with customer.
QA270602,A039,INT0005358,83,Agent followed protocol correctly and confirmed resolution with customer.
QA200110,A009,INT0005368,94,Agent followed protocol correctly and confirmed resolution with customer.
QA748484,A052,INT0005380,97,Agent followed protocol correctly and confirmed resolution with customer.
QA734315,A051,INT0005383,87,Agent followed protocol correctly and confirmed resolution with customer.
QA338837,A059,INT0005403,86,Agent followed protocol correctly and confirmed resolution with customer.
QA605769,A014,INT0005409,90,Agent followed protocol correctly and confirmed resolution with customer.
QA251171,A070,INT0005433,97,Agent followed protocol correctly and confirmed resolution with customer.
QA736172,A009,INT0005442,61,Agent closed interaction prematurely; customer issue was not fully addressed.
QA602926,A012,INT0005446,88,Agent followed protocol correctly and confirmed resolution with customer.
QA917377,A072,INT0005459,84,Agent followed protocol correctly and confirmed resolution with customer.
QA319023,A037,INT0005465,88,Agent followed protocol correctly and confirmed resolution with customer.
QA890977,A026,INT0005482,92,Agent followed protocol correctly and confirmed resolution with customer.
QA760780,A057,INT0005492,90,Agent followed protocol correctly and confirmed resolution with customer.
QA793417,A006,INT0005508,86,Agent followed protocol correctly and confirmed resolution with customer.
QA440808,A040,INT0005510,90,Agent followed protocol correctly and confirmed resolution with customer.
QA487006,A002,INT0005522,90,Agent followed protocol correctly and confirmed resolution with customer.
QA108395,A004,INT0005523,100,Agent followed protocol correctly and confirmed resolution with customer.
QA638574,A057,INT0005529,92,Agent followed protocol correctly and confirmed resolution with customer.
QA567360,A038,INT0005534,100,Agent followed protocol correctly and confirmed resolution with customer.
QA249611,A002,INT0005556,82,Agent followed protocol correctly and confirmed resolution with customer.
QA567397,A014,INT0005561,100,Agent followed protocol correctly and confirmed resolution with customer.
QA284750,A075,INT0005563,100,Agent followed protocol correctly and confirmed resolution with customer.
QA156530,A063,INT0005567,86,Agent followed protocol correctly and confirmed resolution with customer.
QA651187,A042,INT0005577,100,Agent followed protocol correctly and confirmed resolution with customer.
QA523237,A026,INT0005583,96,Agent followed protocol correctly and confirmed resolution with customer.
QA738917,A011,INT0005616,85,Agent followed protocol correctly and confirmed resolution with customer.
QA581299,A037,INT0005641,82,Agent followed protocol correctly and confirmed resolution with customer.
QA283956,A003,INT0005655,97,Agent followed protocol correctly and confirmed resolution with customer.
QA127279,A008,INT0005667,57,Agent closed interaction prematurely; customer issue was not fully addressed.
QA953137,A014,INT0005713,75,Agent closed interaction prematurely; customer issue was not fully addressed.
QA763822,A017,INT0005725,92,Agent followed protocol correctly and confirmed resolution with customer.
QA918146,A059,INT0005744,87,Agent followed protocol correctly and confirmed resolution with customer.
QA824245,A034,INT0005745,82,Agent followed protocol correctly and confirmed resolution with customer.
QA345778,A026,INT0005750,99,Agent followed protocol correctly and confirmed resolution with customer.
QA315336,A002,INT0005759,88,Agent followed protocol correctly and confirmed resolution with customer.
QA478412,A060,INT0005771,59,Agent closed interaction prematurely; customer issue was not fully addressed.
QA213769,A014,INT0005782,56,Agent closed interaction prematurely; customer issue was not fully addressed.
QA961908,A031,INT0005810,94,Agent followed protocol correctly and confirmed resolution with customer.
QA707524,A003,INT0005818,94,Agent followed protocol correctly and confirmed resolution with customer.
QA884009,A002,INT0005821,87,Agent followed protocol correctly and confirmed resolution with customer.
QA489314,A074,INT0005828,62,Agent closed interaction prematurely; customer issue was not fully addressed.
QA311738,A017,INT0005829,50,Agent closed interaction prematurely; customer issue was not fully addressed.
QA805784,A006,INT0005837,87,Agent followed protocol correctly and confirmed resolution with customer.
QA646946,A020,INT0005846,84,Agent followed protocol correctly and confirmed resolution with customer.
QA466909,A074,INT0005862,81,Agent followed protocol correctly and confirmed resolution with customer.
QA415405,A019,INT0005863,51,Agent closed interaction prematurely; customer issue was not fully addressed.
QA112050,A020,INT0005871,88,Agent followed protocol correctly and confirmed resolution with customer.
QA264870,A001,INT0005888,98,Agent followed protocol correctly and confirmed resolution with customer.
QA174284,A004,INT0005896,99,Agent followed protocol correctly and confirmed resolution with customer.
QA513218,A002,INT0005922,55,Agent closed interaction prematurely; customer issue was not fully addressed.
QA995137,A033,INT0005924,91,Agent followed protocol correctly and confirmed resolution with customer.
QA987617,A066,INT0005928,61,Agent closed interaction prematurely; customer issue was not fully addressed.
QA293379,A026,INT0005929,90,Agent followed protocol correctly and confirmed resolution with customer.
QA959975,A012,INT0005930,96,Agent followed protocol correctly and confirmed resolution with customer.
QA651271,A043,INT0005950,97,Agent followed protocol correctly and confirmed resolution with customer.
QA196148,A011,INT0005956,86,Agent followed protocol correctly and confirmed resolution with customer.
QA877402,A028,INT0005958,91,Agent followed protocol correctly and confirmed resolution with customer.
QA405165,A066,INT0005969,100,Agent followed protocol correctly and confirmed resolution with customer.
QA125024,A032,INT0005978,81,Agent followed protocol correctly and confirmed resolution with customer.
QA791627,A043,INT0005983,86,Agent followed protocol correctly and confirmed resolution with customer.
QA236324,A008,INT0005987,95,Agent followed protocol correctly and confirmed resolution with customer.
QA101874,A039,INT0005993,99,Agent followed protocol correctly and confirmed resolution with customer.
QA184400,A064,INT0006002,64,Agent closed interaction prematurely; customer issue was not fully addressed.
QA452043,A023,INT0006008,95,Agent followed protocol correctly and confirmed resolution with customer.
QA512905,A047,INT0006009,82,Agent followed protocol correctly and confirmed resolution with customer.
QA442959,A053,INT0006024,88,Agent followed protocol correctly and confirmed resolution with customer.
QA844516,A033,INT0006049,87,Agent followed protocol correctly and confirmed resolution with customer.
QA151313,A010,INT0006055,96,Agent followed protocol correctly and confirmed resolution with customer.
QA165871,A015,INT0006056,83,Agent followed protocol correctly and confirmed resolution with customer.
QA189222,A007,INT0006059,88,Agent followed protocol correctly and confirmed resolution with customer.
QA233602,A072,INT0006067,87,Agent followed protocol correctly and confirmed resolution with customer.
QA986161,A064,INT0006071,97,Agent followed protocol correctly and confirmed resolution with customer.
QA554548,A027,INT0006073,90,Agent followed protocol correctly and confirmed resolution with customer.
QA464131,A074,INT0006084,100,Agent followed protocol correctly and confirmed resolution with customer.
QA541201,A035,INT0006100,92,Agent followed protocol correctly and confirmed resolution with customer.
QA158452,A028,INT0006106,100,Agent followed protocol correctly and confirmed resolution with customer.
QA168141,A062,INT0006120,58,Agent closed interaction prematurely; customer issue was not fully addressed.
QA499373,A043,INT0006144,98,Agent followed protocol correctly and confirmed resolution with customer.
QA210643,A025,INT0006160,82,Agent followed protocol correctly and confirmed resolution with customer.
QA475081,A062,INT0006189,92,Agent followed protocol correctly and confirmed resolution with customer.
QA742477,A042,INT0006195,99,Agent followed protocol correctly and confirmed resolution with customer.
QA991382,A039,INT0006210,86,Agent followed protocol correctly and confirmed resolution with customer.
QA982012,A010,INT0006213,50,Agent closed interaction prematurely; customer issue was not fully addressed.
QA569327,A003,INT0006224,85,Agent followed protocol correctly and confirmed resolution with customer.
QA995028,A004,INT0006228,51,Agent closed interaction prematurely; customer issue was not fully addressed.
QA562691,A005,INT0006234,90,Agent followed protocol correctly and confirmed resolution with customer.
QA506383,A064,INT0006255,81,Agent followed protocol correctly and confirmed resolution with customer.
QA664368,A017,INT0006257,56,Agent closed interaction prematurely; customer issue was not fully addressed.
QA560707,A012,INT0006261,94,Agent followed protocol correctly and confirmed resolution with customer.
QA439514,A020,INT0006263,99,Agent followed protocol correctly and confirmed resolution with customer.
QA258748,A059,INT0006271,75,Agent closed interaction prematurely; customer issue was not fully addressed.
QA527337,A009,INT0006272,67,Agent closed interaction prematurely; customer issue was not fully addressed.
QA389895,A032,INT0006276,90,Agent followed protocol correctly and confirmed resolution with customer.
QA712354,A042,INT0006290,92,Agent followed protocol correctly and confirmed resolution with customer.
QA618697,A013,INT0006311,96,Agent followed protocol correctly and confirmed resolution with customer.
QA828819,A048,INT0006334,98,Agent followed protocol correctly and confirmed resolution with customer.
QA987183,A060,INT0006338,50,Agent closed interaction prematurely; customer issue was not fully addressed.
QA646043,A066,INT0006345,61,Agent closed interaction prematurely; customer issue was not fully addressed.
QA594476,A024,INT0006367,98,Agent followed protocol correctly and confirmed resolution with customer.
QA303614,A061,INT0006368,83,Agent followed protocol correctly and confirmed resolution with customer.
QA897167,A054,INT0006376,84,Agent followed protocol correctly and confirmed resolution with customer.
QA512522,A053,INT0006440,87,Agent followed protocol correctly and confirmed resolution with customer.
QA807077,A034,INT0006447,98,Agent followed protocol correctly and confirmed resolution with customer.
QA606518,A041,INT0006449,92,Agent followed protocol correctly and confirmed resolution with customer.
QA822655,A010,INT0006460,94,Agent followed protocol correctly and confirmed resolution with customer.
QA801558,A075,INT0006518,70,Agent closed interaction prematurely; customer issue was not fully addressed.
QA825155,A007,INT0006519,69,Agent closed interaction prematurely; customer issue was not fully addressed.
QA166784,A008,INT0006536,95,Agent followed protocol correctly and confirmed resolution with customer.
QA513301,A023,INT0006538,83,Agent followed protocol correctly and confirmed resolution with customer.
QA785503,A031,INT0006542,97,Agent followed protocol correctly and confirmed resolution with customer.
QA153097,A066,INT0006555,94,Agent followed protocol correctly and confirmed resolution with customer.
QA153843,A029,INT0006565,64,Agent closed interaction prematurely; customer issue was not fully addressed.
QA357794,A031,INT0006566,52,Agent closed interaction prematurely; customer issue was not fully addressed.
QA884357,A074,INT0006571,63,Agent closed interaction prematurely; customer issue was not fully addressed.
QA537241,A024,INT0006587,90,Agent followed protocol correctly and confirmed resolution with customer.
QA299613,A054,INT0006628,91,Agent followed protocol correctly and confirmed resolution with customer.
QA503963,A054,INT0006633,95,Agent followed protocol correctly and confirmed resolution with customer.
QA437483,A048,INT0006640,61,Agent closed interaction prematurely; customer issue was not fully addressed.
QA762884,A009,INT0006641,60,Agent closed interaction prematurely; customer issue was not fully addressed.
QA297922,A012,INT0006642,65,Agent closed interaction prematurely; customer issue was not fully addressed.
QA718835,A056,INT0006643,86,Agent followed protocol correctly and confirmed resolution with customer.
QA252891,A056,INT0006650,89,Agent followed protocol correctly and confirmed resolution with customer.
QA656066,A022,INT0006657,94,Agent followed protocol correctly and confirmed resolution with customer.
QA963288,A031,INT0006669,86,Agent followed protocol correctly and confirmed resolution with customer.
QA801514,A051,INT0006670,80,Agent followed protocol correctly and confirmed resolution with customer.
QA645266,A011,INT0006700,92,Agent followed protocol correctly and confirmed resolution with customer.
QA655699,A015,INT0006707,92,Agent followed protocol correctly and confirmed resolution with customer.
QA200824,A067,INT0006722,53,Agent closed interaction prematurely; customer issue was not fully addressed.
QA627308,A011,INT0006753,89,Agent followed protocol correctly and confirmed resolution with customer.
QA354469,A038,INT0006755,81,Agent followed protocol correctly and confirmed resolution with customer.
QA269079,A012,INT0006760,88,Agent followed protocol correctly and confirmed resolution with customer.
QA503211,A061,INT0006785,99,Agent followed protocol correctly and confirmed resolution with customer.
QA897244,A022,INT0006790,99,Agent followed protocol correctly and confirmed resolution with customer.
QA889207,A073,INT0006795,96,Agent followed protocol correctly and confirmed resolution with customer.
