survey_id,interaction_id,rating,comment
SURV487536,INT0003129,2,The issue wasn't fixed.
SURV901842,INT0003143,2,The issue wasn't fixed.
SURV422711,INT0003145,1,The issue wasn't fixed.
SURV639759,INT0003149,5,"Quick and easy, thanks!"
SURV489917,INT0003165,4,"Quick and easy, thanks!"
SURV426895,INT0003173,3,Took a while but got sorted eventually.
SURV579309,INT0003188,4,"Quick and easy, thanks!"
SURV935637,INT0003190,4,"Quick and easy, thanks!"
SURV287614,INT0003211,2,The issue wasn't fixed.
SURV638557,INT0003214,4,Took a while but got sorted eventually.
SURV526433,INT0003222,4,"Quick and easy, thanks!"
SURV252591,INT0003223,1,The issue wasn't fixed.
SURV929257,INT0003231,5,"Quick and easy, thanks!"
SURV976180,INT0003233,4,"Quick and easy, thanks!"
SURV163899,INT0003248,1,The issue wasn't fixed.
SURV714506,INT0003261,1,The issue wasn't fixed.
SURV596675,INT0003284,2,The issue wasn't fixed.
SURV802878,INT0003288,2,The issue wasn't fixed.
SURV213533,INT0003292,1,The issue wasn't fixed.
SURV957559,INT0003300,1,The issue wasn't fixed.
SURV262927,INT0003304,5,"Quick and easy, thanks!"
SURV230871,INT0003306,5,"Quick and easy, thanks!"
SURV717238,INT0003307,5,"Quick and easy, thanks!"
SURV947533,INT0003313,5,"Quick and easy, thanks!"
SURV190103,INT0003323,4,"Quick and easy, thanks!"
SURV921916,INT0003326,3,Took a while but got sorted eventually.
SURV302521,INT0003329,1,The issue wasn't fixed.
SURV645553,INT0003341,2,The issue wasn't fixed.
SURV830946,INT0003348,3,Took a while but got sorted eventually.
SURV206529,INT0003354,1,The issue wasn't fixed.
SURV535056,INT0003372,4,"Quick and easy, thanks!"
SURV917186,INT0003378,3,Took a while but got sorted eventually.
SURV502971,INT0003379,5,"Quick and easy, thanks!"
SURV492504,INT0003384,1,The issue wasn't fixed.
SURV287822,INT0003395,5,"Quick and easy, thanks!"
SURV453934,INT0003397,2,The issue wasn't fixed.
SURV296636,INT0003398,1,The issue wasn't fixed.
SURV609253,INT0003400,1,The issue wasn't fixed.
SURV824301,INT0003407,5,"Quick and easy, thanks!"
SURV475341,INT0003408,4,"Quick and easy, thanks!"
SURV932649,INT0003409,4,Took a while but got sorted eventually.
SURV686777,INT0003428,1,The issue wasn't fixed.
SURV556288,INT0003444,1,The issue wasn't fixed.
SURV330460,INT0003448,5,"Quick and easy, thanks!"
SURV248225,INT0003452,4,Took a while but got sorted eventually.
SURV141222,INT0003454,3,Took a while but got sorted eventually.
SURV613965,INT0003455,3,Took a while but got sorted eventually.
SURV553196,INT0003458,5,"Quick and easy, thanks!"
SURV190490,INT0003464,1,The issue wasn't fixed.
SURV621487,INT0003465,1,The issue wasn't fixed.
SURV725924,INT0003476,1,The issue wasn't fixed.
SURV124691,INT0003479,3,Took a while but got sorted eventually.
SURV256713,INT0003497,5,"Quick and easy, thanks!"
SURV500374,INT0003498,3,Took a while but got sorted eventually.
SURV257814,INT0003512,1,The issue wasn't fixed.
SURV335275,INT0003514,5,"Quick and easy, thanks!"
SURV894104,INT0003523,1,The issue wasn't fixed.
SURV997964,INT0003524,2,The issue wasn't fixed.
SURV457977,INT0003537,5,"Quick and easy, thanks!"
SURV956275,INT0003539,1,The issue wasn't fixed.
SURV930972,INT0003540,2,The issue wasn't fixed.
SURV149584,INT0003547,1,The issue wasn't fixed.
SURV768527,INT0003556,1,The issue wasn't fixed.
SURV288082,INT0003562,5,"Quick and easy, thanks!"
SURV825362,INT0003564,2,The issue wasn't fixed.
SURV148694,INT0003571,4,Took a while but got sorted eventually.
SURV357289,INT0003589,1,The issue wasn't fixed.
SURV634182,INT0003605,1,The issue wasn't fixed.
SURV823820,INT0003610,5,"Quick and easy, thanks!"
SURV163949,INT0003616,1,The issue wasn't fixed.
SURV266812,INT0003622,5,"Quick and easy, thanks!"
SURV526183,INT0003643,3,Took a while but got sorted eventually.
SURV284162,INT0003647,1,The issue wasn't fixed.
SURV110214,INT0003648,1,The issue wasn't fixed.
SURV458991,INT0003649,1,The issue wasn't fixed.
SURV688780,INT0003653,1,The issue wasn't fixed.
SURV300509,INT0003659,4,"Quick and easy, thanks!"
SURV717254,INT0003660,4,Took a while but got sorted eventually.
SURV763838,INT0003679,5,"Quick and easy, thanks!"
SURV777879,INT0003690,1,The issue wasn't fixed.
SURV455724,INT0003696,4,"Quick and easy, thanks!"
SURV634018,INT0003699,5,"Quick and easy, thanks!"
SURV890880,INT0003708,5,"Quick and easy, thanks!"
SURV990268,INT0003717,4,"Quick and easy, thanks!"
SURV929336,INT0003718,5,"Quick and easy, thanks!"
SURV139498,INT0003723,4,Took a while but got sorted eventually.
SURV760599,INT0003756,3,Took a while but got sorted eventually.
SURV713735,INT0003766,2,The issue wasn't fixed.
SURV461555,INT0003768,3,Took a while but got sorted eventually.
SURV900737,INT0003775,5,"Quick and easy, thanks!"
SURV818143,INT0003785,5,"Quick and easy, thanks!"
SURV844980,INT0003786,4,"Quick and easy, thanks!"
SURV958608,INT0003799,5,"Quick and easy, thanks!"
SURV257355,INT0003810,1,The issue wasn't fixed.
SURV919996,INT0003812,1,The issue wasn't fixed.
SURV872877,INT0003814,2,The issue wasn't fixed.
SURV400095,INT0003836,2,The issue wasn't fixed.
SURV115959,INT0003841,3,Took a while but got sorted eventually.
SURV859353,INT0003848,1,The issue wasn't fixed.
SURV661607,INT0003853,5,"Quick and easy, thanks!"
SURV958095,INT0003858,3,Took a while but got sorted eventually.
SURV542590,INT0003874,1,The issue wasn't fixed.
SURV207838,INT0003882,5,"Quick and easy, thanks!"
SURV458599,INT0003883,3,Took a while but got sorted eventually.
SURV491570,INT0003885,4,"Quick and easy, thanks!"
SURV346740,INT0003886,5,"Quick and easy, thanks!"
SURV371483,INT0003888,4,Took a while but got sorted eventually.
SURV240527,INT0003890,5,"Quick and easy, thanks!"
SURV796084,INT0003896,2,The issue wasn't fixed.
SURV243406,INT0003898,3,Took a while but got sorted eventually.
SURV618199,INT0003902,2,The issue wasn't fixed.
SURV684883,INT0003910,5,"Quick and easy, thanks!"
SURV159147,INT0003925,1,The issue wasn't fixed.
SURV223356,INT0003934,2,The issue wasn't fixed.
SURV472065,INT0003953,4,Took a while but got sorted eventually.
SURV831506,INT0003956,4,"Quick and easy, thanks!"
SURV108324,INT0003959,5,"Quick and easy, thanks!"
SURV429602,INT0003962,4,"Quick and easy, thanks!"
SURV187497,INT0003965,1,The issue wasn't fixed.
SURV668972,INT0003967,3,Took a while but got sorted eventually.
SURV221303,INT0003976,1,The issue wasn't fixed.
SURV606152,INT0003980,2,The issue wasn't fixed.
SURV793663,INT0003981,4,Took a while but got sorted eventually.
SURV474853,INT0003984,4,Took a while but got sorted eventually.
SURV615595,INT0003996,5,"Quick and easy, thanks!"
SURV462262,INT0003997,4,"Quick and easy, thanks!"
SURV419231,INT0003998,4,"Quick and easy, thanks!"
SURV654136,INT0003999,3,Took a while but got sorted eventually.
SURV525554,INT0004006,2,The issue wasn't fixed.
SURV882195,INT0004007,4,Took a while but got sorted eventually.
SURV941316,INT0004009,5,"Quick and easy, thanks!"
SURV914089,INT0004011,5,"Quick and easy, thanks!"
SURV107893,INT0004012,4,"Quick and easy, thanks!"
SURV395786,INT0004021,5,"Quick and easy, thanks!"
SURV269222,INT0004022,4,Took a while but got sorted eventually.
SURV401544,INT0004024,1,The issue wasn't fixed.
SURV147213,INT0004027,1,The issue wasn't fixed.
SURV783785,INT0004029,1,The issue wasn't fixed.
SURV486257,INT0004036,5,"Quick and easy, thanks!"
SURV124469,INT0004042,2,The issue wasn't fixed.
SURV676871,INT0004044,4,"Quick and easy, thanks!"
SURV536772,INT0004059,5,"Quick and easy, thanks!"
SURV872597,INT0004068,1,The issue wasn't fixed.
SURV474566,INT0004072,2,The issue wasn't fixed.
SURV828116,INT0004078,4,Took a while but got sorted eventually.
SURV919023,INT0004083,4,"Quick and easy, thanks!"
SURV695214,INT0004099,1,The issue wasn't fixed.
SURV986576,INT0004114,2,The issue wasn't fixed.
SURV213173,INT0004115,5,"Quick and easy, thanks!"
SURV172881,INT0004116,1,The issue wasn't fixed.
SURV494051,INT0004123,4,"Quick and easy, thanks!"
SURV202632,INT0004131,4,Took a while but got sorted eventually.
SURV920667,INT0004133,4,Took a while but got sorted eventually.
SURV253154,INT0004136,4,Took a while but got sorted eventually.
SURV707066,INT0004151,1,The issue wasn't fixed.
SURV474235,INT0004159,1,The issue wasn't fixed.
SURV450127,INT0004175,3,Took a while but got sorted eventually.
SURV702356,INT0004185,4,"Quick and easy, thanks!"
SURV319896,INT0004210,1,The issue wasn't fixed.
SURV659310,INT0004212,2,The issue wasn't fixed.
SURV249888,INT0004244,3,Took a while but got sorted eventually.
SURV395058,INT0004251,5,"Quick and easy, thanks!"
SURV195337,INT0004253,2,The issue wasn't fixed.
SURV867382,INT0004259,2,The issue wasn't fixed.
SURV508006,INT0004264,5,"Quick and easy, thanks!"
SURV811253,INT0004267,5,"Quick and easy, thanks!"
SURV290415,INT0004278,1,The issue wasn't fixed.
SURV355492,INT0004295,5,"Quick and easy, thanks!"
SURV170443,INT0004297,4,Took a while but got sorted eventually.
SURV341952,INT0004305,1,The issue wasn't fixed.
SURV530146,INT0004307,1,The issue wasn't fixed.
SURV605904,INT0004313,5,"Quick and easy, thanks!"
SURV881273,INT0004316,3,Took a while but got sorted eventually.
SURV314221,INT0004317,3,Took a while but got sorted eventually.
SURV149439,INT0004320,2,The issue wasn't fixed.
SURV773141,INT0004321,4,Took a while but got sorted eventually.
SURV633182,INT0004325,1,The issue wasn't fixed.
SURV453140,INT0004327,5,"Quick and easy, thanks!"
SURV114779,INT0004337,3,Took a while but got sorted eventually.
SURV657856,INT0004347,2,The issue wasn't fixed.
SURV639994,INT0004349,1,The issue wasn't fixed.
SURV950250,INT0004364,4,Took a while but got sorted eventually.
SURV434539,INT0004372,4,Took a while but got sorted eventually.
SURV324119,INT0004373,5,"Quick and easy, thanks!"
SURV628770,INT0004377,3,Took a while but got sorted eventually.
SURV374671,INT0004382,4,"Quick and easy, thanks!"
SURV553657,INT0004383,4,Took a while but got sorted eventually.
SURV706710,INT0004409,4,"Quick and easy, thanks!"
SURV528578,INT0004412,4,"Quick and easy, thanks!"
SURV478043,INT0004419,4,Took a while but got sorted eventually.
SURV320848,INT0004429,1,The issue wasn't fixed.
SURV993295,INT0004432,1,The issue wasn't fixed.
SURV325011,INT0004433,1,The issue wasn't fixed.
SURV613279,INT0004444,4,"Quick and easy, thanks!"
SURV821786,INT0004445,4,Took a while but got sorted eventually.
SURV490067,INT0004452,5,"Quick and easy, thanks!"
SURV925340,INT0004467,1,The issue wasn't fixed.
SURV571812,INT0004476,4,Took a while but got sorted eventually.
SURV687631,INT0004486,5,"Quick and easy, thanks!"
SURV886964,INT0004492,4,"Quick and easy, thanks!"
SURV202944,INT0004496,3,Took a while but got sorted eventually.
SURV524179,INT0004498,3,Took a while but got sorted eventually.
SURV561947,INT0004501,1,The issue wasn't fixed.
SURV920160,INT0004504,5,"Quick and easy, thanks!"
SURV237430,INT0004505,3,Took a while but got sorted eventually.
SURV304492,INT0004511,4,Took a while but got sorted eventually.
SURV896621,INT0004514,5,"Quick and easy, thanks!"
SURV394700,INT0004521,4,Took a while but got sorted eventually.
SURV980191,INT0004523,1,The issue wasn't fixed.
SURV460788,INT0004524,4,Took a while but got sorted eventually.
SURV302684,INT0004526,4,"Quick and easy, thanks!"
SURV907020,INT0004527,4,"Quick and easy, thanks!"
SURV865973,INT0004532,4,Took a while but got sorted eventually.
SURV813142,INT0004543,5,"Quick and easy, thanks!"
SURV977703,INT0004545,5,"Quick and easy, thanks!"
SURV918053,INT0004548,4,Took a while but got sorted eventually.
SURV419950,INT0004549,4,Took a while but got sorted eventually.
SURV433928,INT0004551,4,"Quick and easy, thanks!"
SURV580704,INT0004560,4,"Quick and easy, thanks!"
SURV863485,INT0004566,2,The issue wasn't fixed.
SURV419853,INT0004571,5,"Quick and easy, thanks!"
SURV805353,INT0004576,1,The issue wasn't fixed.
SURV678410,INT0004578,5,"Quick and easy, thanks!"
SURV137064,INT0004581,1,The issue wasn't fixed.
SURV649910,INT0004584,2,The issue wasn't fixed.
SURV833940,INT0004586,5,"Quick and easy, thanks!"
SURV373913,INT0004596,1,The issue wasn't fixed.
SURV898145,INT0004598,2,The issue wasn't fixed.
SURV331483,INT0004599,2,The issue wasn't fixed.
SURV943042,INT0004618,5,"Quick and easy, thanks!"
SURV584430,INT0004625,5,"Quick and easy, thanks!"
SURV298961,INT0004629,5,"Quick and easy, thanks!"
SURV425699,INT0004639,1,The issue wasn't fixed.
SURV278493,INT0004644,1,The issue wasn't fixed.
SURV457179,INT0004645,4,Took a while but got sorted eventually.
SURV966560,INT0004647,1,The issue wasn't fixed.
SURV342334,INT0004667,5,"Quick and easy, thanks!"
SURV379385,INT0004668,4,Took a while but got sorted eventually.
SURV739325,INT0004673,2,The issue wasn't fixed.
SURV948083,INT0004676,3,Took a while but got sorted eventually.
SURV161854,INT0004677,4,Took a while but got sorted eventually.
SURV681774,INT0004689,5,"Quick and easy, thanks!"
SURV204922,INT0004690,2,The issue wasn't fixed.
SURV782399,INT0004692,2,The issue wasn't fixed.
SURV736119,INT0004693,5,"Quick and easy, thanks!"
SURV725070,INT0004695,4,"Quick and easy, thanks!"
SURV405289,INT0004696,5,"Quick and easy, thanks!"
SURV185491,INT0004717,2,The issue wasn't fixed.
SURV728147,INT0004721,5,"Quick and easy, thanks!"
SURV552680,INT0004724,4,Took a while but got sorted eventually.
SURV586696,INT0004738,2,The issue wasn't fixed.
SURV771959,INT0004742,1,The issue wasn't fixed.
SURV788829,INT0004749,1,The issue wasn't fixed.
SURV938712,INT0004751,5,"Quick and easy, thanks!"
SURV602505,INT0004755,1,The issue wasn't fixed.
SURV180927,INT0004759,2,The issue wasn't fixed.
SURV159385,INT0004769,2,The issue wasn't fixed.
SURV693372,INT0004787,5,"Quick and easy, thanks!"
SURV279850,INT0004792,3,Took a while but got sorted eventually.
SURV421462,INT0004796,1,The issue wasn't fixed.
SURV757501,INT0004801,5,"Quick and easy, thanks!"
SURV374150,INT0004813,4,Took a while but got sorted eventually.
SURV340384,INT0004822,5,"Quick and easy, thanks!"
SURV801556,INT0004828,5,"Quick and easy, thanks!"
SURV229804,INT0004846,1,The issue wasn't fixed.
SURV255577,INT0004847,2,The issue wasn't fixed.
SURV733310,INT0004848,2,The issue wasn't fixed.
SURV128906,INT0004855,3,Took a while but got sorted eventually.
SURV256182,INT0004857,3,Took a while but got sorted eventually.
SURV227977,INT0004858,4,Took a while but got sorted eventually.
SURV162096,INT0004861,4,"Quick and easy, thanks!"
SURV394908,INT0004863,4,"Quick and easy, thanks!"
SURV402380,INT0004868,3,Took a while but got sorted eventually.
SURV747148,INT0004870,3,Took a while but got sorted eventually.
SURV454076,INT0004873,1,The issue wasn't fixed.
SURV192352,INT0004899,2,The issue wasn't fixed.
SURV261620,INT0004909,4,Took a while but got sorted eventually.
SURV384751,INT0004935,1,The issue wasn't fixed.
SURV411417,INT0004951,1,The issue wasn't fixed.
SURV932977,INT0004953,4,"Quick and easy, thanks!"
SURV268633,INT0004955,4,Took a while but got sorted eventually.
SURV150949,INT0004972,5,"Quick and easy, thanks!"
SURV829171,INT0004975,4,"Quick and easy, thanks!"
SURV534675,INT0004980,3,Took a while but got sorted eventually.
SURV824008,INT0004989,4,Took a while but got sorted eventually.
SURV670416,INT0004990,4,Took a while but got sorted eventually.
SURV535841,INT0005012,2,The issue wasn't fixed.
SURV215713,INT0005013,2,The issue wasn't fixed.
SURV419675,INT0005046,3,Took a while but got sorted eventually.
SURV319235,INT0005051,5,"Quick and easy, thanks!"
SURV986601,INT0005059,1,The issue wasn't fixed.
SURV639271,INT0005086,4,"Quick and easy, thanks!"
SURV115361,INT0005106,3,Took a while but got sorted eventually.
SURV570434,INT0005119,5,"Quick and easy, thanks!"
SURV325958,INT0005132,1,The issue wasn't fixed.
SURV681288,INT0005135,4,"Quick and easy, thanks!"
SURV235322,INT0005151,2,The issue wasn't fixed.
SURV493258,INT0005159,2,The issue wasn't fixed.
SURV428809,INT0005160,4,Took a while but got sorted eventually.
SURV557033,INT0005163,1,The issue wasn't fixed.
SURV190646,INT0005167,1,The issue wasn't fixed.
SURV980212,INT0005168,1,The issue wasn't fixed.
SURV214095,INT0005172,4,"Quick and easy, thanks!"
SURV748698,INT0005179,4,"Quick and easy, thanks!"
SURV826275,INT0005194,5,"Quick and easy, thanks!"
SURV716066,INT0005206,4,"Quick and easy, thanks!"
SURV282655,INT0005208,4,"Quick and easy, thanks!"
SURV328463,INT0005210,5,"Quick and easy, thanks!"
SURV227074,INT0005213,2,The issue wasn't fixed.
SURV479076,INT0005223,1,The issue wasn't fixed.
SURV955407,INT0005236,1,The issue wasn't fixed.
SURV372759,INT0005238,3,Took a while but got sorted eventually.
SURV609988,INT0005244,5,"Quick and easy, thanks!"
SURV507980,INT0005254,4,"Quick and easy, thanks!"
SURV157509,INT0005255,5,"Quick and easy, thanks!"
SURV175807,INT0005265,5,"Quick and easy, thanks!"
SURV536841,INT0005270,4,"Quick and easy, thanks!"
SURV165310,INT0005275,4,"Quick and easy, thanks!"
SURV421650,INT0005282,3,Took a while but got sorted eventually.
SURV252672,INT0005284,3,Took a while but got sorted eventually.
SURV462253,INT0005290,1,The issue wasn't fixed.
SURV960096,INT0005296,4,Took a while but got sorted eventually.
SURV252859,INT0005297,3,Took a while but got sorted eventually.
SURV487452,INT0005298,4,"Quick and easy, thanks!"
SURV802916,INT0005312,3,Took a while but got sorted eventually.
SURV800165,INT0005325,3,Took a while but got sorted eventually.
SURV587547,INT0005333,5,"Quick and easy, thanks!"
SURV104849,INT0005352,4,Took a while but got sorted eventually.
SURV647335,INT0005354,4,"Quick and easy, thanks!"
SURV746222,INT0005355,4,"Quick and easy, thanks!"
SURV942366,INT0005376,5,"Quick and easy, thanks!"
SURV739272,INT0005379,4,"Quick and easy, thanks!"
SURV840911,INT0005397,5,"Quick and easy, thanks!"
SURV681846,INT0005401,1,The issue wasn't fixed.
SURV155711,INT0005410,4,Took a while but got sorted eventually.
SURV323011,INT0005417,3,Took a while but got sorted eventually.
SURV629565,INT0005425,4,Took a while but got sorted eventually.
SURV942470,INT0005432,5,"Quick and easy, thanks!"
SURV289709,INT0005434,5,"Quick and easy, thanks!"
SURV932170,INT0005438,1,The issue wasn't fixed.
SURV991006,INT0005439,4,"Quick and easy, thanks!"
SURV834999,INT0005453,5,"Quick and easy, thanks!"
SURV465644,INT0005474,5,"Quick and easy, thanks!"
SURV594894,INT0005477,1,The issue wasn't fixed.
SURV918912,INT0005480,5,"Quick and easy, thanks!"
SURV287409,INT0005489,3,Took a while but got sorted eventually.
SURV313074,INT0005498,4,Took a while but got sorted eventually.
SURV488630,INT0005521,5,"Quick and easy, thanks!"
SURV550634,INT0005525,4,Took a while but got sorted eventually.
SURV449879,INT0005529,1,The issue wasn't fixed.
SURV922061,INT0005532,5,"Quick and easy, thanks!"
SURV154877,INT0005533,4,"Quick and easy, thanks!"
SURV652289,INT0005539,5,"Quick and easy, thanks!"
SURV795784,INT0005541,3,Took a while but got sorted eventually.
SURV186505,INT0005546,1,The issue wasn't fixed.
SURV943248,INT0005547,2,The issue wasn't fixed.
SURV886626,INT0005559,5,"Quick and easy, thanks!"
SURV757717,INT0005565,5,"Quick and easy, thanks!"
SURV190359,INT0005572,5,"Quick and easy, thanks!"
SURV323802,INT0005575,3,Took a while but got sorted eventually.
SURV309381,INT0005576,4,Took a while but got sorted eventually.
SURV376727,INT0005589,4,Took a while but got sorted eventually.
SURV502060,INT0005606,1,The issue wasn't fixed.
SURV493611,INT0005608,2,The issue wasn't fixed.
SURV587118,INT0005609,2,The issue wasn't fixed.
SURV737399,INT0005623,5,"Quick and easy, thanks!"
SURV767651,INT0005639,5,"Quick and easy, thanks!"
SURV724407,INT0005642,5,"Quick and easy, thanks!"
SURV326912,INT0005647,4,Took a while but got sorted eventually.
SURV704331,INT0005658,5,"Quick and easy, thanks!"
SURV560225,INT0005660,1,The issue wasn't fixed.
SURV845454,INT0005667,2,The issue wasn't fixed.
SURV114760,INT0005684,3,Took a while but got sorted eventually.
SURV931691,INT0005694,4,"Quick and easy, thanks!"
SURV218577,INT0005696,3,Took a while but got sorted eventually.
SURV783119,INT0005697,5,"Quick and easy, thanks!"
SURV144725,INT0005701,5,"Quick and easy, thanks!"
SURV574116,INT0005704,1,The issue wasn't fixed.
SURV219361,INT0005721,1,The issue wasn't fixed.
SURV630027,INT0005750,5,"Quick and easy, thanks!"
SURV570492,INT0005751,5,"Quick and easy, thanks!"
SURV929708,INT0005753,4,"Quick and easy, thanks!"
SURV576316,INT0005754,2,The issue wasn't fixed.
SURV455241,INT0005764,4,"Quick and easy, thanks!"
SURV946735,INT0005801,4,Took a while but got sorted eventually.
SURV749197,INT0005803,5,"Quick and easy, thanks!"
SURV757510,INT0005808,2,The issue wasn't fixed.
SURV345268,INT0005809,1,The issue wasn't fixed.
SURV378084,INT0005813,1,The issue wasn't fixed.
SURV429885,INT0005822,5,"Quick and easy, thanks!"
SURV415117,INT0005825,5,"Quick and easy, thanks!"
SURV878638,INT0005827,1,The issue wasn't fixed.
SURV639430,INT0005828,1,The issue wasn't fixed.
SURV160357,INT0005836,4,Took a while but got sorted eventually.
SURV827541,INT0005847,4,Took a while but got sorted eventually.
SURV990718,INT0005862,5,"Quick and easy, thanks!"
SURV774452,INT0005870,3,Took a while but got sorted eventually.
SURV670985,INT0005871,3,Took a while but got sorted eventually.
SURV469031,INT0005877,2,The issue wasn't fixed.
SURV354641,INT0005883,1,The issue wasn't fixed.
SURV781651,INT0005886,1,The issue wasn't fixed.
SURV483287,INT0005887,5,"Quick and easy, thanks!"
SURV143136,INT0005888,5,"Quick and easy, thanks!"
SURV315622,INT0005901,2,The issue wasn't fixed.
SURV343874,INT0005909,2,The issue wasn't fixed.
SURV490112,INT0005918,1,The issue wasn't fixed.
SURV660252,INT0005922,2,The issue wasn't fixed.
SURV203376,INT0005923,2,The issue wasn't fixed.
SURV571857,INT0005941,2,The issue wasn't fixed.
SURV222291,INT0005943,4,Took a while but got sorted eventually.
SURV945714,INT0005951,1,The issue wasn't fixed.
SURV758271,INT0005953,1,The issue wasn't fixed.
SURV953026,INT0005954,2,The issue wasn't fixed.
SURV605161,INT0005959,2,The issue wasn't fixed.
SURV761977,INT0005961,4,Took a while but got sorted eventually.
SURV905932,INT0005974,3,Took a while but got sorted eventually.
SURV714898,INT0005981,5,"Quick and easy, thanks!"
SURV396088,INT0005985,5,"Quick and easy, thanks!"
SURV168904,INT0005989,4,"Quick and easy, thanks!"
SURV679537,INT0005993,4,"Quick and easy, thanks!"
SURV673538,INT0006008,5,"Quick and easy, thanks!"
SURV932869,INT0006018,1,The issue wasn't fixed.
SURV940611,INT0006028,1,The issue wasn't fixed.
SURV404000,INT0006034,5,"Quick and easy, thanks!"
SURV964922,INT0006037,5,"Quick and easy, thanks!"
SURV334494,INT0006039,1,The issue wasn't fixed.
SURV892104,INT0006043,5,"Quick and easy, thanks!"
SURV717356,INT0006055,4,"Quick and easy, thanks!"
SURV785347,INT0006056,5,"Quick and easy, thanks!"
SURV277104,INT0006060,4,"Quick and easy, thanks!"
SURV867583,INT0006068,3,Took a while but got sorted eventually.
SURV743402,INT0006073,4,"Quick and easy, thanks!"
SURV480870,INT0006079,1,The issue wasn't fixed.
SURV616022,INT0006094,1,The issue wasn't fixed.
SURV952583,INT0006112,3,Took a while but got sorted eventually.
SURV653837,INT0006120,2,The issue wasn't fixed.
SURV445375,INT0006152,3,Took a while but got sorted eventually.
SURV139822,INT0006157,1,The issue wasn't fixed.
SURV427435,INT0006174,2,The issue wasn't fixed.
SURV437556,INT0006175,4,Took a while but got sorted eventually.
SURV233188,INT0006182,4,"Quick and easy, thanks!"
SURV177449,INT0006212,4,Took a while but got sorted eventually.
SURV869374,INT0006217,5,"Quick and easy, thanks!"
SURV811947,INT0006222,5,"Quick and easy, thanks!"
SURV553354,INT0006223,4,"Quick and easy, thanks!"
SURV435653,INT0006230,1,The issue wasn't fixed.
SURV850074,INT0006241,4,Took a while but got sorted eventually.
SURV170155,INT0006245,2,The issue wasn't fixed.
SURV108909,INT0006249,2,The issue wasn't fixed.
SURV430755,INT0006253,4,"Quick and easy, thanks!"
SURV498888,INT0006255,5,"Quick and easy, thanks!"
SURV344173,INT0006260,5,"Quick and easy, thanks!"
SURV585995,INT0006261,5,"Quick and easy, thanks!"
SURV570565,INT0006267,4,Took a while but got sorted eventually.
SURV826406,INT0006273,5,"Quick and easy, thanks!"
SURV898952,INT0006282,5,"Quick and easy, thanks!"
SURV534750,INT0006284,5,"Quick and easy, thanks!"
SURV450940,INT0006291,5,"Quick and easy, thanks!"
SURV506054,INT0006297,1,The issue wasn't fixed.
SURV186648,INT0006325,2,The issue wasn't fixed.
SURV489992,INT0006337,4,"Quick and easy, thanks!"
SURV703617,INT0006340,1,The issue wasn't fixed.
SURV171242,INT0006350,1,The issue wasn't fixed.
SURV838261,INT0006351,5,"Quick and easy, thanks!"
SURV161907,INT0006357,1,The issue wasn't fixed.
SURV915050,INT0006360,4,"Quick and easy, thanks!"
SURV201121,INT0006375,4,Took a while but got sorted eventually.
SURV131951,INT0006378,5,"Quick and easy, thanks!"
SURV421333,INT0006383,5,"Quick and easy, thanks!"
SURV926335,INT0006385,4,"Quick and easy, thanks!"
SURV378173,INT0006386,1,The issue wasn't fixed.
SURV624117,INT0006400,3,Took a while but got sorted eventually.
SURV467488,INT0006403,5,"Quick and easy, thanks!"
SURV903407,INT0006410,4,Took a while but got sorted eventually.
SURV107945,INT0006432,1,The issue wasn't fixed.
SURV232697,INT0006434,2,The issue wasn't fixed.
SURV115347,INT0006444,5,"Quick and easy, thanks!"
SURV773961,INT0006451,4,"Quick and easy, thanks!"
SURV935706,INT0006463,2,The issue wasn't fixed.
SURV358515,INT0006472,5,"Quick and easy, thanks!"
SURV428094,INT0006474,1,The issue wasn't fixed.
SURV616213,INT0006477,4,"Quick and easy, thanks!"
SURV459898,INT0006478,5,"Quick and easy, thanks!"
SURV181686,INT0006482,3,Took a while but got sorted eventually.
SURV234286,INT0006484,4,Took a while but got sorted eventually.
SURV113724,INT0006489,1,The issue wasn't fixed.
SURV674511,INT0006490,1,The issue wasn't fixed.
SURV764600,INT0006491,1,The issue wasn't fixed.
SURV735928,INT0006493,3,Took a while but got sorted eventually.
SURV386568,INT0006503,3,Took a while but got sorted eventually.
SURV328428,INT0006514,1,The issue wasn't fixed.
SURV323638,INT0006526,1,The issue wasn't fixed.
SURV959725,INT0006535,5,"Quick and easy, thanks!"
SURV345675,INT0006536,5,"Quick and easy, thanks!"
SURV732796,INT0006547,4,Took a while but got sorted eventually.
SURV279883,INT0006551,5,"Quick and easy, thanks!"
SURV609006,INT0006558,4,"Quick and easy, thanks!"
SURV737099,INT0006565,1,The issue wasn't fixed.
SURV661346,INT0006574,5,"Quick and easy, thanks!"
SURV143197,INT0006576,4,"Quick and easy, thanks!"
SURV587111,INT0006605,5,"Quick and easy, thanks!"
SURV526865,INT0006607,3,Took a while but got sorted eventually.
SURV266605,INT0006608,3,Took a while but got sorted eventually.
SURV634825,INT0006618,5,"Quick and easy, thanks!"
SURV451366,INT0006620,5,"Quick and easy, thanks!"
SURV442020,INT0006626,1,The issue wasn't fixed.
SURV416791,INT0006640,2,The issue wasn't fixed.
SURV286649,INT0006647,4,Took a while but got sorted eventually.
SURV291055,INT0006656,5,"Quick and easy, thanks!"
SURV674715,INT0006696,5,"Quick and easy, thanks!"
SURV364875,INT0006701,5,"Quick and easy, thanks!"
SURV421999,INT0006705,5,"Quick and easy, thanks!"
